id,monkey_id,iop,icp,torch_present,scan_shape,constructed_filepath,training,oct_present,tiff_present,original scan folder (OCT),original scan folder (tiff),original scan file,scan date,scan time,eyeball (od or os),scan area,scan notes,handler,eric notes,exists,mean_pixel_intensity_y,median_pixel_intensity_y,min_pixel_intensity_y,max_pixel_intensity_y,25th_pixel_intensity_y,75th_pixel_intensity_y,std_pixel_intensity_y
267,3,50,25,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/50/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/50,3,7/10/14,4:06,OS,5x5,One of the best LC,eric,,TRUE,33.6599998,30.6100006,0,240.309998,19.4799995,43.7400017,20.6200008
268,3,50,26,FALSE,,,FALSE,FALSE,FALSE,,NOT FOUND,4,7/10/14,4:07,OS,5x5,One of the best LC,eric,NOT FOUND,FALSE,,,,,,,
269,3,50,27,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/50/5.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/50,5,7/10/14,4:08,OS,5x5,One of the best LC,eric,,TRUE,33.6899986,30.6299992,0,246.779999,19.4799995,43.8100014,20.6399994
270,3,5,25,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/5/1.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/5,1,7/10/14,4:13,OS,7x7,Just OK,,,TRUE,42.3199997,38.1599998,0,235.5,24.1000004,55.3800011,25.8600006
271,3,5,26,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/5/2.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/5,2,7/10/14,4:14,OS,7x7,OK,,,TRUE,43.7999992,39.6300011,0,248.039993,25.0599995,57.3199997,26.6800003
272,3,5,26,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/5/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/5,3,7/10/14,4:15,OS,5x5,OK,,,TRUE,42.5800018,38.6500015,0,255,24.4300003,55.9300003,25.8199997
273,3,5,25,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp27/5/4.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp27/5,4,7/10/14,4:17,OS,5x5,OK,,,TRUE,40.9799995,37.9099998,0,247.059998,24.0300007,54.0499992,23.9400005
274,3,15,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/15/1.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/15,1,7/10/14,4:29,OS,7x7,"Not bad, OK",eric,,TRUE,40.7799988,36.0400009,0,236.880005,22.4599991,53.2099991,26.1900005
275,3,15,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/15/2.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/15,2,7/10/14,4:30,OS,7x7,"Not bad, OK",eric,,TRUE,42.7299995,37.7799988,0,239.470001,23.5300007,55.8300018,27.3899994
276,3,15,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/15/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/15,3,7/10/14,4:31,OS,5x5,Good,eric,,TRUE,42.8600006,37.9099998,0,249.800003,23.7600002,56.2599983,27.3600006
277,3,15,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/15/4.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/15,4,7/10/14,4:32,OS,5x5,Good,eric,,TRUE,41.4799995,36.6100006,0,236.770004,22.9400005,54.4199982,26.5599995
278,3,30,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/30/1.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/30,1,7/10/14,4:36,OS,7x7,Good,eric,,TRUE,39.0999985,35.3800011,0,245.279999,22.0799999,51.2799988,24.2600002
279,3,30,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/30/2.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/30,2,7/10/14,4:37,OS,7x7,Good,eric,,TRUE,41.0800018,37.1399994,0,246.690002,23.1599998,53.8899994,25.5300007
280,3,30,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/30/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/30,3,7/10/14,4:38,OS,5x5,Good,eric,,TRUE,41.2900009,37.5200005,0,249.229996,23.3299999,54.5900002,25.25
281,3,30,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/30/4.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/30,4,7/10/14,4:39,OS,5x5,Good,eric,,TRUE,42.7700005,38.8400002,0,247.039993,24.1599998,56.5099983,26.2199993
282,3,50,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/50/1.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/50,1,7/10/14,4:44,OS,7x7,Very good,eric,,TRUE,37.4500008,34.9000015,0,235.910004,22.2800007,49.1199989,21.5900002
283,3,50,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/50/2.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/50,2,7/10/14,4:45,OS,7x7,Very good,eric,,TRUE,33.5999985,31.4200001,0,239.110001,20.1499996,44.0499992,19.2199993
284,3,50,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/50/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/50,3,7/10/14,4:46,OS,5x5,Very good,eric,,TRUE,36.1800003,33.3600006,0,247.089996,21.2399998,47.3600006,21.4799995
285,3,50,17,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/50/4.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/50,4,7/10/14,4:47,OS,5x5,Excellent,eric,,TRUE,32.9399986,30.4699993,0,254.559998,19.5200005,43.0499992,19.2999992
286,3,5,18,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/5/1.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/5,1,7/10/14,4:54,OS,7x7,Low,eric,,TRUE,46.6199989,43.7000008,0,238.699997,27.7000008,61.9500008,26.0100002
287,3,5,18,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/5/2.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/5,2,7/10/14,4:55,OS,7x7,Low,eric,,TRUE,48.75,45.7599983,0,246.490005,28.9899998,64.7900009,27.1200008
288,3,5,18,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/5/3.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/5,3,7/10/14,4:56,OS,5x5,Low,eric,,TRUE,45.8300018,42.7000008,0,255,27.1200008,60.6300011,26.1399994
289,3,5,18,TRUE,"[512, 512, 1024]",monkey_3_7.10.14/tiffs/OS/high icp17/5/4.tif,TRUE,FALSE,TRUE,,monkey_3_7.10.14/tiffs/OS/high icp17/5,4,7/10/14,4:57,OS,5x5,Low,eric,,TRUE,43.1399994,40.3300018,0,254.899994,25.6299992,57.0800018,24.4799995
290,4,15,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/15mmhg,1,2/19/15,10:01,OD,5x5,,eric,"Norm is a baseline and we cannot fill in an ICP value. Its possible the baseline ICP is 15, but the professor cannot guarantee this is the case",TRUE,30.1299992,25.7999992,0,208.279999,14.46,41.0699997,21.6299992
291,4,15,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/15mmhg,2,2/19/15,10:19,OD,5x5,,eric,,TRUE,30.9799995,26.8400002,0,190.639999,15.4899998,41.5,21.7999992
292,4,15,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg/3.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/15mmhg,3,2/19/15,10:22,OD,5x5,,eric,,TRUE,33.5900002,27.8500004,0,207.740005,15.8999996,44.9700012,24.8199997
293,4,15,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/15mmhg,4,2/19/15,NULL,OD,7x7,,eric,,TRUE,37.0299988,29.5100002,0,232.210007,16.9300003,48.3300018,28.9099998
294,4,15,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/15mmhg,5,2/19/15,10:26,OD,7x7,,eric,,TRUE,37.3300018,29.7800007,0,225.970001,17.1100006,48.6599998,29.0499992
295,4,30,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/30mmhg,1,2/19/15,10:31,OD,7x7,,eric,,TRUE,33.2900009,28.0799999,0,217.979996,16.2000008,43.8199997,24.3500004
296,4,30,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/30mmhg,2,2/19/15,10:32,OD,7x7,,eric,,TRUE,40.0200005,30.6000004,0,242.669998,17.4599991,52.25,32.5299988
297,4,30,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg/3.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/30mmhg,3,2/19/15,10:34,OD,5x5,,eric,,TRUE,37.5800018,30.6700001,0,222.669998,17.4899998,50.0900002,28.0300007
298,4,30,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/30mmhg,4,2/19/15,10:36,OD,5x5,,eric,,TRUE,38.4099998,30.5599995,0,226.600006,17.2700005,51.3899994,29.4599991
299,4,40,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/40mmhg,1,2/19/15,10:49,OD,0.1x7,,eric,only .bog is available for scan 1,TRUE,37.9099998,31.0799999,0,212.419998,17.4799995,51.5299988,27.7600002
300,4,40,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/40mmhg,2,2/19/15,10:50,OD,7x7,,eric,,TRUE,37.3199997,30.4300003,0,224.449997,17.4699993,49.7700005,27.6100006
301,4,40,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg/3.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/40mmhg,3,2/19/15,10:51,OD,7x7,,eric,,TRUE,37.4000015,30.5400009,0,212.929993,17.5400009,49.9099998,27.6299992
302,4,40,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/40mmhg,4,2/19/15,10:53,OD,5x5,,eric,,TRUE,39.0200005,32.2000008,0,220.410004,18.1700001,53.0200005,28.2600002
303,4,40,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/40mmhg,5,2/19/15,10:53,OD,5x5,,eric,,TRUE,39.1300011,32.3699989,0,226.160004,18.2700005,53.1599998,28.25
304,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,1,2/19/15,11:04,OD,0.1x7,,eric,only .bog is available for scan 1,TRUE,33.6399994,29.6499996,0,178.279999,16.9500008,46.3699989,22.0699997
305,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,2,2/19/15,11:06,OD,7x7,,eric,,TRUE,34.9500008,28.9400005,0,220.990005,16.9300003,45.7099991,25.8899994
306,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/3.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,3,2/19/15,11:07,OD,7x7,,eric,,TRUE,35.2700005,29.6399994,0,237,17.3999996,45.7900009,25.9500008
307,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,4,2/19/15,11:08,OD,7x7,,eric,,TRUE,35.7299995,29.9300003,0,240.710007,17.5400009,46.1699982,26.5400009
308,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,5,2/19/15,11:09,OD,5x5,,eric,,TRUE,35.3600006,30.2000008,0,241.679993,17.5799999,46.5099983,25.4699993
309,4,8,,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg/6.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_norm/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_norm/8mmhg,6,2/19/15,11:10,OD,5x5,,eric,,TRUE,35.3400002,30.2199993,0,238.919998,17.5900002,46.5299988,25.4200001
310,4,15,22,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,1,2/19/15,12:55,OD,7x7,,eric,,TRUE,34.5699997,25.9300003,0,236.639999,14.1999998,44.7700005,29.3999996
311,4,15,25,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,2,2/19/15,12:57,OD,7x7,,eric,,TRUE,34.6199989,26.0799999,0,216.960007,14.2700005,45.0200005,29.2199993
312,4,15,26,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/3.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,3,2/19/15,12:58,OD,7x7,,eric,,TRUE,36.0099983,26.4200001,0,233.600006,14.3900003,46.7299995,31.1399994
313,4,15,27,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/4.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,4,2/19/15,12:59,OD,0.1x7,,eric,only .bog is available,TRUE,39.1300011,28.8799992,0,253.490005,15.5200005,51.6699982,33.4099998
314,4,15,26,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,5,2/19/15,13:01,OD,5x5,,eric,,TRUE,36.9300003,27.5799999,0,250.610001,14.8999996,48.9900017,31.0699997
315,4,15,26,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg/6.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/15mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/15mmhg,6,2/19/15,13:04,OD,5x5,,eric,,TRUE,34.75,26.5499992,0,249.350006,14.4300003,45.9300003,28.7700005
316,4,30,23,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/30mmhg,1,2/19/15,13:11,OD,7x7,,eric,,TRUE,37.3699989,28.0100002,0,244.039993,15.4300003,48.6899986,31.3799992
317,4,30,24,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/30mmhg,2,2/19/15,13:12,OD,7x7,,eric,,TRUE,35.7400017,27.4300003,0,220.889999,15.1499996,46.5200005,29.5100002
318,4,30,24,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/30mmhg,3,2/19/15,13:13,OD,0.1x7,,eric,only .bog is available,TRUE,34.25,27.4400005,0,210.639999,15,45.6699982,26.9300003
319,4,30,24,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/30mmhg,4,2/19/15,13:15,OD,5x5,,eric,,TRUE,35.4900017,28.0499992,0,228.100006,15.3900003,47.0900002,28.25
320,4,30,23,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/30mmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/30mmhg,5,2/19/15,13:16,OD,5x5,,eric,,TRUE,35.1500015,28.0300007,0,245.139999,15.4099998,46.6300011,27.7199993
321,4,40,23,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/40mmhg,1,2/19/15,13:24,OD,7x7,,eric,,TRUE,35.0800018,26.8299999,0,239.350006,15.0500002,44.8699989,29.4300003
322,4,40,23,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/40mmhg,2,2/19/15,13:26,OD,7x7,,eric,,TRUE,32.0299988,25.4699993,0,216.550003,14.3000002,41.9000015,25.3899994
323,4,40,22,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/40mmhg,3,2/19/15,13:27,OD,0.1x7,,eric,only .bog is available,TRUE,33.5400009,26.7900009,0,217.490005,14.9499998,43.5600014,26.9099998
324,4,40,22,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/40mmhg,4,2/19/15,13:29,OD,5x5,,eric,,TRUE,32.4900017,26.1700001,0,232.059998,14.6599998,42.9799995,25.2199993
325,4,40,21,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/40mmhg,5,2/19/15,13:30,OD,5x5,,eric,,TRUE,34.0800018,27.6000004,0,227.809998,15.4300003,44.8100014,26.6100006
326,4,8,22,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/8mmhg,1,2/19/15,13:42,OD,7x7,,eric,,TRUE,38.4300003,29.4899998,0,228.169998,16.6499996,49.6399994,31.5599995
327,4,8,21,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/8mmhg,2,2/19/15,13:43,OD,7x7,,eric,,TRUE,38.6199989,29.6700001,0,240.529999,16.7600002,49.9099998,31.6599998
328,4,8,22,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/8mmhg,3,2/19/15,13:44,OD,0.1x7,,eric,,TRUE,37.4700012,29.9400005,0,219.539993,16.4200001,50.1300011,29.3700008
329,4,8,21,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/8mmhg,4,2/19/15,13:46,OD,5x5,,eric,,TRUE,37.2999992,29.4699993,0,233.880005,16.4099998,49.1100006,29.6800003
330,4,8,21,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP_22/8mmhG,monkey_4_2.19.15/'bog and tiff'/OD/ICP_22/8mmhg,5,2/19/15,13:47,OD,5x5,,eric,,TRUE,38.0900002,30.4300003,0,241.300003,16.9699993,50,29.9500008
331,4,15,40,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/15mmhg,1,2/19/15,13:58,OD,7x7,,eric,,TRUE,29.6299992,25.0599995,0,205.929993,14.3500004,38.7299995,22.2199993
332,4,15,37,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/15mmhg,2,2/19/15,14:01,OD,7x7,,eric,,TRUE,29.6100006,24.7299995,0,208.570007,14.1199999,38.6800003,22.5200005
333,4,15,38,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/15mmhg,3,2/19/15,14:02,OD,0.1x7,,eric,,TRUE,29.0499992,24.6200008,0,184.649994,13.9200001,38.6899986,21.5200005
334,4,15,31,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/15mmhg,4,2/19/15,14:05,OD,5x5,,eric,,TRUE,28.1299992,24.2600002,0,211.550003,13.8599997,37.4500008,20.3500004
